path,source,also_held_on,file_gb,series_index,series_name,derived,shape,n_x,n_y,n_z,n_t,n_channels,lut_names,bit_depth,fps,duration_s,um_per_px,um_per_z,field_um,z_span_um,calibrated,strain,person,year,error
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,0,Series001,,z-stack,2048,794,51,1,3,Green|Red|Gray,8,,,0.0901,0.3567,184.6,17.8,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,1,Series003,,z-stack,2048,810,63,1,3,Green|Red|Gray,8,,,0.0901,0.3567,184.6,22.1,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,2,Series004,,z-stack,2048,505,40,1,3,Green|Red|Gray,8,,,0.0899,0.3567,184.0,13.9,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,3,Image005,,single plane,2048,764,1,1,3,Green|Red|Gray,8,,,0.0899,,184.0,,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,4,Series006,,z-stack,2048,997,62,1,3,Green|Red|Gray,8,,,0.0899,0.3567,184.0,21.8,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,5,Series007,,z-stack,2048,865,63,1,3,Green|Red|Gray,8,,,0.0899,0.3567,184.0,22.1,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,6,Series008,,z-stack,2048,1078,47,1,3,Green|Red|Gray,8,,,0.0899,0.3567,184.0,16.4,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,7,Series006_SubVolume001,,z-stack,2048,997,17,1,2,Green|Red,8,,,0.0899,0.3567,184.0,5.7,yes,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,8,Series006_SubVolume001Snapshot1,,single plane,1832,892,1,1,3,||,8,,,,,,,NO,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\240126_AVG60_tissue dissociation.lif,L_drive,,1.807,9,Series006_SubVolume001Snapshot1Snapshot1,,single plane,3281,1598,1,1,3,||,8,,,,,,,NO,AVG60,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,0,W1_Image001_10x,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,1,W2_Image002,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,2,W3_Image003,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,3,W4_Image004,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,4,W5_Image005,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,5,W1_Series006_63x,,z-stack,2048,773,115,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,40.6,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,6,W2_Series007,,z-stack,2048,865,111,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,39.1,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,7,W3_Series008,,z-stack,2048,810,111,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,39.1,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,8,W4_Series009,,z-stack,2048,819,98,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,34.5,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,9,W5_Series010,,z-stack,2048,792,104,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,36.6,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,10,W6_Image011_10x,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,11,W7_Image012,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,12,W8_Image013,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,13,W9_Image014,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,14,W10_Image015,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,15,W11_Image016,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,16,W12_Image017,,single plane,2048,2048,1,1,1,Gray,8,,,0.5679,,1163.1,,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,17,W7_Series018_63x,,z-stack,2048,875,99,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,34.9,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,18,W6_Series019,,z-stack,2048,819,112,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,39.5,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,19,W9_Series020,,z-stack,2048,801,106,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,37.4,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,20,W10_Series021,,z-stack,2048,801,107,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,37.7,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,21,W10_Series022_mid,,z-stack,2048,838,19,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,6.4,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,22,W9_Series023_mid,,z-stack,2048,810,16,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,5.3,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,23,W11_Series024,,z-stack,2048,773,103,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,36.3,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,24,W11_Series025_mid,,z-stack,2048,884,31,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,10.7,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,25,W12_Series026,,z-stack,2048,868,90,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,31.7,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,26,W12_Series027_mid,,z-stack,2048,958,16,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,5.3,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,27,W8_Series029,,z-stack,2048,893,88,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,30.9,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,28,W8_Series030_mid,,z-stack,2048,902,16,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,5.3,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,29,W6_Series031_mid,,z-stack,2048,838,29,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,10.0,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,30,W7_Series032_mid,,z-stack,2048,967,16,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,5.3,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,31,W3_Series033_mid,,z-stack,2048,1632,27,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,9.2,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,32,W4_Series034_mid,,z-stack,2048,1004,21,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,7.1,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,33,W2_Series035_mid,,z-stack,2048,976,19,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,6.4,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241225_AVG63_day1Adult_head+mid.lif,L_drive,scope_PC,5.164,34,W5_Series036_mid,,z-stack,2048,875,18,1,2,Green|Gray,8,,,0.0901,0.3557,184.6,6.0,yes,AVG63,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,0,W1_Series001_anal,,z-stack,2048,875,98,1,2,Green|Gray,8,,,0.1055,0.401,216.1,38.9,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,1,W2_Series002_day1A_uterine,,z-stack,2048,940,43,1,2,Green|Gray,8,,,0.1055,0.401,216.1,16.8,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,2,W3_Series003_anal,,z-stack,2048,801,89,1,2,Green|Gray,8,,,0.1055,0.401,216.1,35.3,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,3,W4_Series004_anal,,z-stack,2048,773,48,1,2,Green|Gray,8,,,0.1055,0.401,216.1,18.8,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,4,W5_Series005_anal,,z-stack,2048,773,105,1,2,Green|Gray,8,,,0.1055,0.401,216.1,41.7,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,5,W6_Series006_anal,,z-stack,2048,893,82,1,2,Green|Gray,8,,,0.1055,0.401,216.1,32.5,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,6,W7_Series007_uterine,,z-stack,2048,1309,43,1,2,Green|Gray,8,,,0.1055,0.401,216.1,16.8,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,7,W7_Series008_anal,,z-stack,2048,838,86,1,2,Green|Gray,8,,,0.1055,0.401,216.1,34.1,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,8,W8_Series009_uterine_vulva,,z-stack,2048,1142,99,1,2,Green|Gray,8,,,0.1055,0.401,216.1,39.3,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,9,W8_Series010_anal,,z-stack,2048,773,97,1,2,Green|Gray,8,,,0.1055,0.401,216.1,38.5,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,10,W9_Series011_anal,,z-stack,2048,930,94,1,2,Green|Gray,8,,,0.1055,0.401,216.1,37.3,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,11,W10_Series012_anal,,z-stack,2048,960,113,1,2,Green|Gray,8,,,0.1055,0.401,216.1,44.9,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,12,W11_Series013_uterine,,z-stack,2048,1032,50,1,2,Green|Gray,8,,,0.1055,0.401,216.1,19.6,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG84_dys-1ERsc_day5A_smooth muscles.lif,L_drive,,4.349,13,W11_Series014_anal,,z-stack,2048,921,118,1,2,Green|Gray,8,,,0.1055,0.401,216.1,46.9,yes,AVG84,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,0,W1_Series001_anal,,z-stack,2048,727,67,1,2,Green|Gray,8,,,0.0901,0.401,184.6,26.5,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,1,W2_Series002_anal,,z-stack,2048,828,85,1,2,Green|Gray,8,,,0.0904,0.401,185.2,33.7,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,2,W3_Series003_anal,,z-stack,2048,893,85,1,2,Green|Gray,8,,,0.0904,0.401,185.2,33.7,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,3,W4_Series004_anal,,z-stack,2048,783,82,1,2,Green|Gray,8,,,0.1055,0.401,216.1,32.5,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,4,W5_Series005_anal,,z-stack,2048,1022,54,1,2,Green|Gray,8,,,0.1055,0.401,216.1,21.3,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,5,W6_Series006_anal,,z-stack,2048,810,84,1,2,Green|Gray,8,,,0.1055,0.401,216.1,33.3,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,6,W7_Series007_anal,,z-stack,2048,819,72,1,2,Green|Gray,8,,,0.1055,0.401,216.1,28.5,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,7,W8_Series008_anal,,z-stack,2048,893,69,1,2,Green|Gray,8,,,0.1055,0.401,216.1,27.3,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,8,W9_Series009_uterine_day1,,z-stack,2048,976,85,1,2,Green|Gray,8,,,0.1055,0.401,216.1,33.7,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,9,W10_Series010_anal,,z-stack,2048,792,98,1,2,Green|Gray,8,,,0.1055,0.401,216.1,38.9,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,10,W12_Series011_anal,,z-stack,2048,773,99,1,2,Green|Gray,8,,,0.1055,0.401,216.1,39.3,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,11,W13_Series012_anal,,z-stack,2048,810,97,1,2,Green|Gray,8,,,0.1055,0.401,216.1,38.5,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\241226_AVG85_day5A_smooth muscles.lif,L_drive,,3.556,12,W14_Series013_no uterine,,z-stack,2048,1068,46,1,2,Green|Gray,8,,,0.1055,0.401,216.1,18.0,yes,AVG85,Fazyl A,2024,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221203_AVG57.lif,L_drive,scope_PC,0.056,0,AVG 57ser,,z-stack,1480,514,36,1,2,Green|Blue,8,,,0.3931,1.0405,581.7,36.4,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221203_AVG57.lif,L_drive,scope_PC,0.056,1,AVG 57ser_max,,single plane,1480,514,1,1,2,Green|Blue,8,,,0.3931,,581.7,,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,0,Series004,,z-stack,2232,920,37,1,3,Green|Red|Blue,8,,,0.0823,0.3557,183.7,12.8,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,1,Series004_max,,single plane,2232,918,1,1,3,Green|Red|Blue,8,,,0.0823,,183.7,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,2,Series004_depco,,single plane,2232,918,1,1,3,Blue|Green|Red,8,,,0.0823,,183.7,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,3,Series006,,z-stack,4096,1726,33,1,3,Green|Red|Blue,8,,,0.0455,0.3557,186.4,11.4,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,4,Series006_max,,single plane,4096,1724,1,1,3,Green|Red|Blue,8,,,0.0455,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,5,Series006_depco,,single plane,4096,1724,1,1,3,Blue|Green|Red,8,,,0.0455,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,6,Series007,,z-stack,2456,1283,18,1,3,Green|Red|Blue,8,,,0.0759,0.3557,186.4,6.0,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,7,Series007_max,,single plane,2456,1282,1,1,3,Green|Red|Blue,8,,,0.0759,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,8,Series008,,z-stack,2360,1247,9,1,3,Green|Red|Blue,8,,,0.079,0.3557,186.4,2.8,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,9,Series008_max,,single plane,2360,1246,1,1,3,Green|Red|Blue,8,,,0.079,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,10,Series008_depco,,single plane,2360,1246,1,1,3,Blue|Green|Red,8,,,0.079,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,11,Series009,,z-stack,2192,969,53,1,3,Green|Red|Blue,8,,,0.085,0.3557,186.4,18.5,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221204_AVG53.lif,L_drive,scope_PC,1.604,12,Series009_max,,single plane,2192,968,1,1,3,Green|Red|Blue,8,,,0.085,,186.4,,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,0,W1_ser001,,z-stack,2224,949,60,1,3,Green|Red|Blue,8,,,0.083,0.4077,184.6,24.1,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,1,W1_ser002,,z-stack,2120,875,60,1,3,Green|Red|Blue,8,,,0.0871,0.3347,184.6,19.7,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,2,W1_ser003,,z-stack,2192,856,60,1,3,Green|Red|Blue,8,,,0.0842,0.6957,184.6,41.0,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,3,W1_ser004,,z-stack,2240,942,80,1,3,Green|Red|Blue,8,,,0.0824,0.4506,184.6,35.6,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,4,W1_ser005,,z-stack,2192,867,70,1,3,Green|Red|Blue,8,,,0.0842,0.3505,184.6,24.2,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,5,W2_ser001,,z-stack,2088,902,60,1,3,Green|Red|Blue,8,,,0.0884,0.5517,184.6,32.6,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,6,W2_ser002,,z-stack,2232,1030,104,1,3,Green|Red|Blue,8,,,0.0827,0.3505,184.6,36.1,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,7,W2_ser003,,z-stack,2048,2048,34,1,3,Green|Red|Blue,8,,,0.0901,0.3505,184.6,11.6,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,8,W1_ser001Snapshot all1,,single plane,1373,691,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,9,W1_ser001Snapshot all2,,single plane,1373,691,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,10,W1_ser002Snapshot all1,,single plane,1374,660,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,11,W1_ser002Snapshot all2,,single plane,1374,660,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,12,W1_ser003Snapshot all1,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,13,W1_ser003Snapshot all2,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,14,W1_ser003Snapshot all3,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,15,W1_ser003Snapshot all4,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,16,W1_ser003Snapshot all5,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,17,W1_ser003Snapshot all6,,single plane,1373,703,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
