path,source,also_held_on,file_gb,series_index,series_name,derived,shape,n_x,n_y,n_z,n_t,n_channels,lut_names,bit_depth,fps,duration_s,um_per_px,um_per_z,field_um,z_span_um,calibrated,strain,person,year,error
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230120_AVG57.lif,scope_PC,L_drive,4.932,14,W3_Series015,,z-stack,2088,921,75,1,3,Green|Red|Gray,8,,,0.0884,0.3552,184.6,26.3,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,0,W1_Series001_zoom1.87,,z-stack,1024,1024,24,1,3,Green|Red|Gray,8,,,0.0967,0.3552,99.0,8.2,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,1,W2_Series002_zoom0.8,,z-stack,2048,2048,27,1,3,Green|Red|Gray,8,,,0.1132,0.3552,231.8,9.2,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,2,W3_Series003_zoom1.0,,z-stack,2048,2048,14,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,4.6,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,3,E1_Series004,,z-stack,2048,2048,45,1,3,Green|Red|Gray,8,,,0.0605,0.3552,124.0,15.6,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,4,E2-6_Series005,,z-stack,2048,2048,16,1,3,Green|Red|Gray,8,,,0.0859,0.3552,175.8,5.3,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,5,W4_Series006_zoom0.8,,z-stack,2048,2048,45,1,3,Green|Red|Gray,8,,,0.1124,0.3552,230.3,15.6,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,6,W5_Series007_zoom1.0,,z-stack,2048,2048,41,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,14.2,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,7,Image008,,single plane,512,512,1,1,3,Green|Red|Gray,8,,,0.3611,,184.9,,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,8,W6_Series009_zoom1.87,,z-stack,2048,2048,21,1,3,Green|Red|Gray,8,,,0.0483,0.3552,98.9,7.1,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,9,W7_Series010_zoom1.87,,z-stack,1024,1024,44,1,3,Green|Red|Gray,8,,,0.0967,0.3552,99.0,15.3,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,10,E7_Series011,,z-stack,2048,2048,22,1,3,Green|Red|Gray,8,,,0.0361,0.3552,73.8,7.5,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,scope_PC,L_drive,3.689,11,W8_Series012_zoom1.4,,z-stack,2048,2048,45,1,3,Green|Red|Gray,8,,,0.0643,0.3552,131.7,15.6,yes,AVG57,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,0,E1_Series001,,z-stack,1024,1024,29,1,3,Green|Red|Gray,8,,,0.0807,0.3552,82.6,9.9,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,1,E2_Image002,,single plane,512,512,1,1,3,Green|Red|Gray,8,,,0.1616,,82.7,,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,2,W1_Series003_zoom0.8,,z-stack,2048,2048,65,1,3,Green|Red|Gray,8,,,0.1122,0.3552,229.9,22.7,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,3,E3_Image004,,single plane,1024,1024,1,1,3,Green|Red|Gray,8,,,0.0803,,82.2,,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,4,E3_Image005,,single plane,1024,1024,1,1,3,Green|Red|Gray,8,,,0.0803,,82.2,,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,5,E3_Image006,,single plane,1024,1024,1,1,3,Green|Red|Gray,8,,,0.0803,,82.2,,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,6,E4_Series007,,z-stack,1024,1024,16,1,3,Green|Red|Gray,8,,,0.0803,0.3552,82.2,5.3,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,7,W2_Series008_zoom1.0,,z-stack,2048,2048,32,1,3,Green|Red|Gray,8,,,0.0884,0.3552,181.0,11.0,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,8,W3_Series009_zoom1.0,,z-stack,2048,2048,57,1,3,Green|Red|Gray,8,,,0.0884,0.3552,181.0,19.9,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,9,W4_Series010_zoom1.87,,z-stack,2048,2048,74,1,3,Green|Red|Gray,8,,,0.0482,0.3552,98.8,25.9,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,10,W5_Series011_zoom1.10,,z-stack,2048,2048,50,1,3,Green|Red|Gray,8,,,0.0816,0.3552,167.2,17.4,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,11,W6_Series012_zoom1.60,,z-stack,2048,2048,45,1,3,Green|Red|Gray,8,,,0.0564,0.3552,115.4,15.6,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,12,W7_Series013_zoom1.30,,z-stack,2048,2048,112,1,3,Green|Red|Gray,8,,,0.0695,0.3552,142.4,39.4,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,13,W8_Series014_zoom1.0,,z-stack,2048,2048,44,1,3,Green|Red|Gray,8,,,0.09,0.3552,184.3,15.3,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,14,W9_Series015_zoom1.06,,z-stack,2048,2048,45,1,3,Green|Red|Gray,8,,,0.0852,0.3552,174.4,15.6,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,15,Series016,,z-stack,2160,1078,137,1,3,Green|Red|Gray,8,,,0.0837,0.3552,180.8,48.3,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,16,Series017,,z-stack,2240,1181,70,1,3,Green|Red|Gray,8,,,0.0807,0.814,180.7,56.2,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,17,Series018,,z-stack,2200,1126,77,1,3,Green|Red|Gray,8,,,0.0822,0.3552,180.7,27.0,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,18,Series019,,z-stack,2160,1154,66,1,3,Green|Red|Gray,8,,,0.0837,0.3552,180.8,23.1,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,19,Series020,,z-stack,512,512,67,1,3,Green|Red|Gray,8,,,0.3536,0.3552,181.0,23.4,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,20,Series016Snapshot all1,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,21,Series016Snapshot all2,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,22,Series016Snapshot all3,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,23,Series016Snapshot all4,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,24,Series016Snapshot all5,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,25,Series016Snapshot all6,,single plane,763,468,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,26,Series017Snapshot all1,,single plane,764,495,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,27,Series017Snapshot all2,,single plane,764,495,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,28,Series018Snapshot all1,,single plane,765,447,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,29,Series018Snapshot all2,,single plane,765,447,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,30,Series019Snapshot all1,,single plane,764,455,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,31,Series019Snapshot all2,,single plane,764,455,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,scope_PC,L_drive,9.391,32,Series019Snapshot all3,,single plane,764,455,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,0,W1_Series001_adult,,z-stack,2160,862,114,1,3,Green|Red|Gray,8,,,0.0855,0.3552,184.6,40.1,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,1,W1_Series002,,z-stack,2200,893,117,1,3,Green|Red|Gray,8,,,0.0839,0.3552,184.6,41.2,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,2,W1_Series003,,z-stack,2160,902,108,1,3,Green|Red|Gray,8,,,0.0855,0.3552,184.6,38.0,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,3,Series004,,z-stack,2120,1010,112,1,3,Green|Red|Gray,8,,,0.0871,0.3552,184.6,39.4,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,4,Series005,,z-stack,2272,937,129,1,3,Green|Red|Gray,8,,,0.0813,0.3552,184.6,45.5,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,5,Series006,,z-stack,2240,819,90,1,3,Green|Red|Gray,8,,,0.0824,0.3552,184.6,31.6,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,6,W2_Series007_zoom1.0,,z-stack,2048,2048,51,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,17.8,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,7,W3_Series008_zoom1.18,,z-stack,2048,2048,91,1,3,Green|Red|Gray,8,,,0.0765,0.3552,156.7,32.0,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,8,W4_Series009_zoom1.64,,z-stack,2048,2048,87,1,3,Green|Red|Gray,8,,,0.0549,0.3552,112.5,30.6,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,9,W5_Series010_zoom1.0,,z-stack,2048,2048,83,1,3,Green|Red|Gray,8,,,0.0899,0.3552,184.0,29.1,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,10,W6_Series011_zoom2.57,,z-stack,2048,865,105,1,3,Green|Red|Gray,8,,,0.0351,0.3552,72.0,36.9,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,11,W6_Series013,,z-stack,2200,928,80,1,3,Green|Red|Gray,8,,,0.0327,0.3552,72.0,28.1,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,12,W6_Series014,,z-stack,2200,884,81,1,3,Green|Red|Gray,8,,,0.0327,0.3552,72.0,28.4,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,13,W6_Series015,,z-stack,2240,847,45,1,3,Green|Red|Gray,8,,,0.0321,0.3552,71.9,15.6,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,scope_PC,L_drive,10.291,14,W6_Series016,,z-stack,2048,2048,47,1,3,Green|Red|Gray,8,,,0.0351,0.3552,72.0,16.3,yes,AVG44,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,0,W1_Series002_zoom1.20,,z-stack,2048,2048,25,1,2,Green|Gray,8,,,0.0754,0.3567,154.4,8.6,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,1,W2_Image003,,single plane,2048,958,1,1,2,Green|Gray,8,,,0.0888,,181.9,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,2,W3_Image004_zoom1.20,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0753,,154.2,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,3,E1_Image005,,single plane,512,512,1,1,2,Green|Gray,8,,,0.1775,,90.9,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,4,W4_Image006_zoom1.20,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0751,,153.9,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,5,W5_Image007_zoom1.36,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0663,,135.8,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,6,W6_Series008_zooom1.0,,z-stack,2048,849,22,1,2,Green|Gray,8,,,0.09,0.3567,184.3,7.5,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,7,W7_Image010_zoom1.5,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0602,,123.2,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,8,W8_Series011_zoom.2,,z-stack,2048,838,19,1,2,Green|Gray,8,,,0.0751,0.3567,153.9,6.4,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,9,E2_Image012,,single plane,512,512,1,1,2,Green|Gray,8,,,0.1345,,68.9,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,10,W9_Image013_zoom1.0,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0899,,184.0,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,11,W10_Series014_zoom1.61,,z-stack,2048,840,26,1,2,Green|Gray,8,,,0.0561,0.3567,114.9,8.9,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,12,E3_Image016,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0409,,83.8,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,13,W11_Series017,,z-stack,2048,930,27,1,2,Green|Gray,8,,,0.0897,0.3567,183.7,9.3,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,14,W12_Series018_zoom1.0,,z-stack,2048,2048,12,1,2,Green|Gray,8,,,0.0899,0.3567,184.0,3.9,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,15,W13_Image019_zoom1.09,,single plane,512,512,1,1,2,Green|Gray,8,,,0.3308,,169.4,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,16,W14_Image020_zoom1.09,,single plane,512,512,1,1,2,Green|Gray,8,,,0.3308,,169.4,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,17,E4_Image021,,single plane,512,512,1,1,2,Green|Gray,8,,,0.3308,,169.4,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,scope_PC,L_drive,0.71,18,E4_Image022,,single plane,2048,2048,1,1,2,Green|Gray,8,,,0.0464,,95.0,,yes,AVG48,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,0,W1_Series001_zoom1.0,,z-stack,2048,736,101,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,35.5,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,1,W1_Series002,,z-stack,2240,704,100,1,3,Green|Red|Gray,8,,,0.0824,0.3552,184.6,35.2,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,2,W1_Series003,,z-stack,2200,699,152,1,3,Green|Red|Gray,8,,,0.0839,0.3552,184.6,53.6,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,3,W2_Series004_zoom1.0,,z-stack,2192,865,165,1,3,Green|Red|Gray,8,,,0.0842,0.3552,184.6,58.3,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,4,W2_Series005,,z-stack,2160,930,112,1,3,Green|Red|Gray,8,,,0.0855,0.3552,184.6,39.4,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,5,W2_Series006,,z-stack,2160,1113,65,1,3,Green|Red|Gray,8,,,0.0855,0.3552,184.6,22.7,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,6,W2_Series007,,z-stack,2272,921,68,1,3,Green|Red|Gray,8,,,0.0813,0.3552,184.6,23.8,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,7,W2_Series008,,z-stack,2048,1078,98,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,34.5,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,8,W3_Series009_zoom1.0,,z-stack,2200,794,92,1,3,Green|Red|Gray,8,,,0.0839,0.3552,184.6,32.3,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,9,W3_Series010,,z-stack,2048,810,77,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,27.0,yes,,Fazyl A,2023,
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,scope_PC,L_drive,12.319,10,W3_Series011,,z-stack,2048,1004,41,1,3,Green|Red|Gray,8,,,0.0901,0.3552,184.6,14.2,yes,,Fazyl A,2023,
