path,ext,size_bytes,mtime
L:\02_Duchenne Muscular Dystrophy\Raw Data\Burrowing\Adhishri\Burrowing 2\AndresDys-1\Dys-1 pipette 1 slide\worm3_tail_63xzoomed1.5.czi,.czi,29508480,2014-06-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Burrowing\Adhishri\Burrowing 2\AndresDys-1\Dys-1 pipette 2 slide\Image 6.czi,.czi,557045920,2018-09-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_1.lsm,.lsm,281559709,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_10.lsm,.lsm,33058477,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_11.lsm,.lsm,33058477,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_1_Max.lsm,.lsm,8869573,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_2.lsm,.lsm,140815708,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_2_Max.lsm,.lsm,4470524,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_3.lsm,.lsm,70443710,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_4.lsm,.lsm,70443710,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_5.lsm,.lsm,70443710,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_6.lsm,.lsm,70443710,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_7.lsm,.lsm,70443710,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_8.lsm,.lsm,61647245,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\12318_BZ33_CD5_100x_new\BZ33_CD5_9.lsm,.lsm,29759920,2018-12-03
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 1\layer 1\w1l1.lsm,.lsm,5394865,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 1\layer 2\w1l2.lsm,.lsm,9152377,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 2\layer 1\w2l1.lsm,.lsm,7899873,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 2\layer 2\w2l2.lsm,.lsm,10091755,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 3\layer 1\w3l1.lsm,.lsm,8839249,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 3\layer 2\w3l2.lsm,.lsm,7899871,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 4\layer 1\w4l1.lsm,.lsm,7899872,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 4\layer 2\w4l2.lsm,.lsm,10404880,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 5\layer 1\w5l1.lsm,.lsm,8212999,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 5\layer 2\w5l2.lsm,.lsm,8839251,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK22L1_red\worm 5\layer 2\REDO\w5l2_redo.lsm,.lsm,12596773,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK5L1_red\worm 1\layer 1\w1l1.lsm,.lsm,8212997,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK5L1_red\worm 1\layer 2\w1l2.lsm,.lsm,7273619,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK5L1_red\worm 2\layer 1\w2l1.lsm,.lsm,8839251,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180618_HKK5L1_red\worm 2\layer 2\w2l2.lsm,.lsm,8839250,2018-06-18
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180806_CD1_mount\worm 1\180806_HKK22_CD1_w1l1.lsm,.lsm,12283830,2018-08-06
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180806_CD1_mount\worm 2\180806_HKK22_CD1_w2l1.lsm,.lsm,10405074,2018-08-06
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180806_CD1_mount\worm 2\180806_HKK22_CD1_w2l1_Max.lsm,.lsm,385050,2018-08-06
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171101_HKK22_ISD1_100x\180806_CD1_mount\worm 2\180806_HKK22_CD1_w2l2.lsm,.lsm,9778822,2018-08-06
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171110_HKK5_ISD5_100x\w1\l1\w1l1_Max.lsm,.lsm,686059,2017-11-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180111_HKK5_CSD3_100x\worm 2\w2l2\w2l2_Max.lsm,.lsm,686060,2018-01-11
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180130_HKK22Larva\HKK22_LarvaSwimWorm2\HKK22_LarvaSwimWorm2_2ndLayer.lsm,.lsm,8718517,2018-01-30
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180130_HKK22Larva\HKK22_LarvaSwimWorm2\HKK22_LarvaSwim_w21stLayer.lsm,.lsm,11587231,2018-01-30
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 1\l1\w1l1.lsm,.lsm,8526123,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 1\l2\w1l2.lsm,.lsm,6647367,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 2\layer 1\w2l1.lsm,.lsm,8212997,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 2\layer 2\w2l2.lsm,.lsm,8526123,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 3\layer 1\w3l1.lsm,.lsm,10718005,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 3\layer 2\w3l2.lsm,.lsm,10091753,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 4\layer 1\w4l1.lsm,.lsm,8212997,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180428_HKK22_CB3%D3red\worm 4\layer 2\w4l2.lsm,.lsm,8212997,2018-04-28
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180820_HKK22_CB3%D5alive_20x\180820_HKK22_CB3%D5_alive.lsm,.lsm,115550979,2018-08-20
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180821_HKK5_CB3%D5alive_100x\HKK5_CB3%D5_alive_w1.lsm,.lsm,673003699,2018-08-21
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 1\N2_CB3%D5_JC-9_w1.lsm,.lsm,116208635,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 2\N2_CB3%D5_JC-9_w2.lsm,.lsm,101992763,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 2\N2_CB3%D5_JC-9_w2_Max.lsm,.lsm,2481667,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 3\N2_CB3%D5_JC-9_w3.lsm,.lsm,116208635,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 4\N2_CB3%D5_JC-9_w4.lsm,.lsm,97254137,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 5\N2_CB3%D5_JC-9_w5.lsm,.lsm,113839322,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180826_N2_CB3%D5_JC-9\worm 5\N2_CB3%D5_JC-9_w5_Max_green.lsm,.lsm,1289945,2018-08-26
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm1.czi,.czi,88256416,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm2.czi,.czi,115815360,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm3.czi,.czi,115822240,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm4.czi,.czi,110301280,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm5.czi,.czi,99283328,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm6.czi,.czi,110339872,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm1.czi,.czi,49708640,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm2.czi,.czi,93798880,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm3.czi,.czi,77262592,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm4.czi,.czi,88299360,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm5.czi,.czi,66240672,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm6.czi,.czi,104824960,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm1.czi,.czi,82776512,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm2.czi,.czi,99304160,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm3.czi,.czi,99317600,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm4.czi,.czi,93797568,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm5.czi,.czi,104832320,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm6.czi,.czi,93801952,2014-11-12
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\BZ33_CD5_w1.lsm,.lsm,70951265,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w2\BZ33_CD5_w2.lsm,.lsm,109590208,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w3\BZ33_CD5_w3.lsm,.lsm,85977521,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w4\BZ33_CD5_w4.lsm,.lsm,88124127,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w4\BZ33_CD5_w4_Max.lsm,.lsm,2259815,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w5\BZ33_CD5_w5.lsm,.lsm,96710561,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_BZ33_Cd5_Jc-9 AO\w6\BZ33_CD5_w6.lsm,.lsm,101003776,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\10x\HKK22_CD5.lsm,.lsm,438021327,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w1\HKK22_CD5_w1.lsm,.lsm,66657313,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w1.2\HKK22_CD5_w12.lsm,.lsm,66657315,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w1.2\HKK22_CD5_w12_Max.lsm,.lsm,2259083,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w2\HKK22_CD5_w2.lsm,.lsm,92416609,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w3\HKK22_CD5_w3.lsm,.lsm,98856434,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w4\HKK22_CD5_w4.lsm,.lsm,103149649,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9818_N2_Cd5_Jc-9 AO\w5\HKK22_CD5_w5.lsm,.lsm,58070882,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w1\BZ33_CBD5_w1.lsm,.lsm,73097148,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w1\BZ33_CBD5_w1_Max.lsm,.lsm,2259092,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w2\BZ33_CBD5_w2.lsm,.lsm,98856444,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w2\BZ33_CBD5_w2_Max.lsm,.lsm,2259092,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w3\BZ33_CBD5_w3.lsm,.lsm,77390365,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w4\BZ33_CBD5_w4.lsm,.lsm,90270013,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w5\BZ33_CBD5_w5.lsm,.lsm,75243757,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_BZ33_CBD5_Jc-9 AO\w5\BZ33_CBD5_w5_Max.lsm,.lsm,2259093,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w1\N2_CBD5_w1.lsm,.lsm,92416616,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w1\N2_CBD5_w1_Max.lsm,.lsm,2259088,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w2\N2_CBD5_w2.lsm,.lsm,81683578,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w3\N2_CBD5_w3.lsm,.lsm,51631064,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w3\N2_CBD5_w3_Max.lsm,.lsm,2259088,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\9918_N2_CBD5_Jc-9 AO\w4\N2_CBD5_w4.lsm,.lsm,73097144,2018-09-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\AndresDys1-9-4-14\JPS 570 plate\Worm1.czi,.czi,28010912,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\AndresDys1-9-4-14\JPS 570 plate\Worm2.czi,.czi,19424320,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\AndresDys1-9-4-14\JPS 570 plate\Worm3.czi,.czi,25861120,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\AndresDys1-9-4-14\JPS 570 plate\Worm4.czi,.czi,30161824,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - burrowing 1\Worm 5 - tail - 63x.czi,.czi,13728128,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - burrowing 1\Worm1 - tail - 63x.czi,.czi,7869760,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - burrowing 1\Worm2 - tail - 63x.czi,.czi,9826176,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - burrowing 1\Worm3 - tail - 63x.czi,.czi,13739072,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - burrowing 1\Worm4 - tail - 63x.czi,.czi,15689152,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - crawling\Worm 2 - tail - 63x.czi,.czi,15685216,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - crawling\Worm 3 - tail - 63x.czi,.czi,23500096,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - crawling\Worm 4 - tail - 63x.czi,.czi,17648352,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\AndresDys1-8-26-14\JPS 518 - crawling\Worm1 - tail - 63x.czi,.czi,14709504,2014-09-04
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_earth_gen5_D5\earth_gen5_D5.lsm,.lsm,74699725,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_earth_gen5_D5\green\earth_gen5_D5_green.lsm,.lsm,40786066,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_earth_gen5_D5\green\earth_gen5_D5_green_Max.lsm,.lsm,1645324,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_earth_gen5_D5\red\earth_gen5_D5_red.lsm,.lsm,40786062,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_earth_gen5_D5\red\earth_gen5_D5_red_Max.lsm,.lsm,1645320,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\Mars_gen5_D5.lsm,.lsm,71831006,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\Mars_gen5_D5_Max.lsm,.lsm,2981734,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\green\Mars_gen5_D5_green.lsm,.lsm,39220437,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\green\Mars_gen5_D5_green_Max.lsm,.lsm,1645325,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\red\Mars_gen5_D5_red.lsm,.lsm,39220433,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\red\Mars_gen5_D5_red_Max.lsm,.lsm,1645321,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\REDO\Mars_gen5_D5_REDO.lsm,.lsm,14456032,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\REDO\Mars_gen5_D5_REDO_Max.lsm,.lsm,686184,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\REDO\Mars_gen5_D5_REDO_Max_green.lsm,.lsm,392247,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180509_Mars_gen5_D5\REDO\Mars_gen5_D5_REDO_red.lsm,.lsm,7907259,2018-05-09
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180510_earthday7_gen5\earth day 7 gen 5.lsm,.lsm,15029653,2018-05-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180510_marsday7_gen5\marsday7_gen5.lsm,.lsm,57487399,2018-05-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180510_marsday7_gen5\marsday7_gen5_Max.lsm,.lsm,2981727,2018-05-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180510_marsday7_gen5\green\marsday7_gen5_green.lsm,.lsm,31392280,2018-05-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\MARS\180510_marsday7_gen5\red\marsday7_gen5_red.lsm,.lsm,31392276,2018-05-10
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081518_anti GFP\081518_HKK22_anti GFP_worm 1.lsm,.lsm,64510597,2018-08-15
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081618_HKK22_antigfp\worm 1\HKK22_w1_cut site\HKK22_w1_cutsite.lsm,.lsm,64510573,2018-08-16
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081618_HKK22_antigfp\worm 1\HKK22_w1_midbody\HKK22_w1_midbody.lsm,.lsm,40897884,2018-08-16
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081618_HKK22_antigfp\worm 2\HKK22_w2_cut site\HKK22_w1_cut site.lsm,.lsm,94563087,2018-08-16
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081618_HKK22_antigfp\worm 2\HKK22_w2_midbody\HKK22_w2_midbody.lsm,.lsm,75243614,2018-08-16
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l1.lsm,.lsm,39655811,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l10.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l11.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l12.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l13.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l14.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l15.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l16.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l17.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l17_Max.lsm,.lsm,1171291,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l18.lsm,.lsm,27560675,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l19.lsm,.lsm,25361559,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l2.lsm,.lsm,33058463,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l20.lsm,.lsm,25361560,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l21.lsm,.lsm,30859349,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l22.lsm,.lsm,30859349,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l23.lsm,.lsm,30859350,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l24.lsm,.lsm,30859350,2018-11-01
L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\11118_N2_IBD5\w1\w1l25.lsm,.lsm,30859349,2018-11-01
