path,ext,size_bytes,mtime
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w1.lif,.lif,15792021,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w10.lif,.lif,11493011,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w2.lif,.lif,16142021,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w3.lif,.lif,4810053,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w4.lif,.lif,6856017,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w5.lif,.lif,13360837,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w6.lif,.lif,5320009,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w7.lif,.lif,10927783,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w8.lif,.lif,17942511,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_dys-1_w9.lif,.lif,11603625,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_op50_w1.lif,.lif,38057971,2024-10-08
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\240810_AF_AVG78_op50_w2.lif,.lif,25372311,2024-10-08
\\SLB122E-01\Vidal-Gadea_lab\Adina\AVG78_op50_SN\242709_AF_dys1RNAi_MScrlt Pezo_GFP E.lif,.lif,12686763,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230514_AVG57_brainbow.lif,.lif,1522124779,2023-05-14
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230526_AVG57_Neuropal settings.lif,.lif,4900100125,2023-05-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230529_AVG57_w-o magenta.lif,.lif,2445961667,2023-05-29
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230531_AVG57_neuropal settings.lif,.lif,2699360941,2023-05-31
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230602_AVG57_neuropal settings.lif,.lif,2846435315,2023-06-02
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230712_AVG59_neuropal settings.lif,.lif,7150932299,2023-07-12
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230717_AVG57.lif,.lif,11639795045,2023-07-17
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230718_AVG57.lif,.lif,6481684631,2023-07-18
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\230926_AVG59.lif,.lif,3336625731,2023-09-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231216_AVG57_brainbow test.lif,.lif,799778267,2023-12-16
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231216_AVG59_brainbow test.lif,.lif,852444587,2023-12-16
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231219_AVG59_brainbow.lif,.lif,3132022239,2023-12-19
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231220_AVG59_brainbow.lif,.lif,2595443577,2023-12-20
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231221_AVG57_brainbow.lif,.lif,2148790643,2023-12-21
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231221_AVG59_vulva_tail.lif,.lif,1467024453,2023-12-21
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\231222_AVG57_brainbow.lif,.lif,2296233741,2023-12-22
\\SLB122E-01\Vidal-Gadea_lab\Adina\Brainbow worms\240118_AVG59_vulva_brainbow.lif,.lif,2527280373,2024-01-18
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221203_AVG57.lif,.lif,56408913,2022-12-03
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221204_AVG53.lif,.lif,1604103359,2022-12-04
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221205_AVG39.lif,.lif,3478702333,2022-12-08
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221207_AVG53.lif,.lif,5272692780,2022-12-08
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221209_AVG39.lif,.lif,5671079061,2022-12-12
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221211_AVG59.lif,.lif,3251799879,2022-12-12
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221214_AVG57.lif,.lif,2841253735,2022-12-15
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221215_AVG44.lif,.lif,5816438018,2022-12-19
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221216_AVG48.lif,.lif,4457574989,2022-12-16
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221219_AVG57.lif,.lif,7795888065,2022-12-19
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221219_AVG59.lif,.lif,9482135399,2022-12-19
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\221221_AVG39.lif,.lif,4448224395,2022-12-21
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230120_AVG57.lif,.lif,4932277897,2023-01-20
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230124_AVG57.lif,.lif,3688856479,2023-01-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230125_AVG44.lif,.lif,9391038395,2023-01-27
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230126_AVG44.lif,.lif,10290970783,2023-01-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230127_AVG48.lif,.lif,710409411,2023-01-27
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230130_AH-E.lif,.lif,12319199117,2023-01-30
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230131_AVG57.lif,.lif,16429996831,2023-01-31
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230203_AH-E.lif,.lif,14923434267,2023-02-07
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230207_AH-E.lif,.lif,10269641957,2023-02-07
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230208_AH-E.lif,.lif,13415344471,2023-02-08
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230210_AH-E.lif,.lif,13648387625,2023-02-10
\\SLB122E-01\Vidal-Gadea_lab\Adina\dys-1 exprssn pattern_transcriptional reporter strains\230213_AVG57.lif,.lif,5280606441,2023-02-13
\\SLB122E-01\Vidal-Gadea_lab\Adina\Ftn_iron_for Tope\240129_AVG61_iron_20x_63x_lightn.lif,.lif,7181622199,2025-03-22
\\SLB122E-01\Vidal-Gadea_lab\Adina\Ftn_iron_for Tope\240219_AVG62_63x Lghtn.lif,.lif,2498497529,2025-03-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\Ftn_iron_for Tope\240219_AVG62_Ftn-2_20x_63x Lightn.lif,.lif,13228228737,2025-03-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\Ftn_iron_for Tope\240306_AVG64.lif,.lif,9945739540,2024-03-06
\\SLB122E-01\Vidal-Gadea_lab\Adina\Ftn_iron_for Tope\240503_AVG61_ftn-1.lif,.lif,6623040329,2025-03-22
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230427_pezo-mScarlet.lif,.lif,3259783295,2023-04-27
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230516_pezo-1_mScarlet.lif,.lif,2579558895,2023-05-16
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230518_pezo-1.lif,.lif,4962168466,2023-06-07
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230523_pezo-1 Phall_CF680.lif,.lif,3079880576,2023-05-23
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230524_pezo-1_mScarlet-green_WGA-blue_Phalloidin-red.lif,.lif,4363613933,2023-05-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230601_pezo-1-mScarlet-green_WGA-blue_Phall-red.lif,.lif,5651267219,2023-06-12
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230607_pezo-mScarlet-green_WGA-blue_phalloidin-CF680-red.lif,.lif,1330150623,2023-06-07
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230607_pezo-mScarlet-red_WGA-blue_Phalloidin-488-green.lif,.lif,5293111847,2023-06-07
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230610_20x_pezo-1-mScarlet-red_WGA-blue_Phalloidin-488-green.lif,.lif,15188390027,2024-02-05
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230611_pezo-1_20x.lif,.lif,20132874087,2023-06-11
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230611_pezo-1_63x.lif,.lif,21515712071,2023-07-13
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230611_pezo-1_single muscle.lif,.lif,2360510623,2023-06-11
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230613_pezo-1_1.lif,.lif,7472619019,2023-06-13
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230613_pezo-1_2.lif,.lif,9364778498,2023-10-20
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230613_pezo-1_3.lif,.lif,10476842233,2023-06-13
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230831_pezo_phalloidin_crawl.lif,.lif,24611627501,2023-08-31
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230831_pezo_phalloidin_swim.lif,.lif,22101305853,2023-09-04
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230831_pezo_phalloidin_swim_tail.lif,.lif,29170925123,2023-08-31
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230923_AG467_WGA_head_1.lif,.lif,18063823773,2023-09-23
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230923_AG467_WGA_head_2.lif,.lif,14299946281,2023-09-23
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230924-AG467_WGA_Head_1.lif,.lif,8324521799,2023-09-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230924-AG467_WGA_Head_2.lif,.lif,4064485413,2023-09-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230924-AG467_WGA_Tail and Head.lif,.lif,8983753831,2023-09-24
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230929_AG467_pezo-mScarlet only.lif,.lif,8406933137,2023-09-29
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\230930_AG467_freeze-cracked pezo-mScarlet only.lif,.lif,6274133663,2023-09-30
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\231129_pezo_mscarlet count mode.lif,.lif,6856255,2023-11-29
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\231201_pezo_quant.lif,.lif,516381527,2023-12-01
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\231202_pezo_quantification.lif,.lif,1117031131,2023-12-02
\\SLB122E-01\Vidal-Gadea_lab\Adina\PEZO-1\240127_pezo_tail_quantification.lif,.lif,721549025,2024-01-27
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240203_VG03_dys-1KO_phalloidin.lif,.lif,11396453233,2024-02-03
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240224_VG03_dys-1KO_day5adullt_phalloidin_3.lif,.lif,10435840952,2024-02-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240224_VG03_dys-1KO_day5Adult_phalloidin_2.lif,.lif,9918409879,2024-02-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240224_VG03_dys-1KO_day5A_phalloidin_1.lif,.lif,9529837621,2024-02-26
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240225_VG03_dys-1KO_day5adult_phalloidin_1.lif,.lif,9653886822,2024-02-27
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG03_dys-1_KO\240225_VG03_dys-1KO_day5adult_phalloidin_2.lif,.lif,3588217913,2024-02-28
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG04_dys-1_mCherry_protein fusion\240111_dys-1 mch tag_LNG__VG04.lif,.lif,3116583367,2024-01-11
\\SLB122E-01\Vidal-Gadea_lab\Adina\VG04_dys-1_mCherry_protein fusion\240111_dys-1 mch tag_VG04.lif,.lif,2301524515,2024-01-11
\\SLB122E-01\Vidal-Gadea_lab\andres\zstack_REMOT_egg.lif,.lif,121780945,2019-07-15
\\SLB122E-01\Vidal-Gadea_lab\andres\zstack_REMOT_egg2.lif,.lif,121780979,2019-07-15
\\SLB122E-01\Vidal-Gadea_lab\Chance\13120_chance_cellculture.lif,.lif,245436617,2020-01-31
\\SLB122E-01\Vidal-Gadea_lab\Chance\Earth Neuron_marsproj.lif,.lif,270444827,2019-08-14
\\SLB122E-01\Vidal-Gadea_lab\Chance\OH1358 with mag label negative ctrl.lif,.lif,378211421,2019-07-23
\\SLB122E-01\Vidal-Gadea_lab\Chance\pdatICE_cbd.lif,.lif,66966881,2019-11-15
\\SLB122E-01\Vidal-Gadea_lab\Chance\pezo-1S-5kb_gfp.lif,.lif,57869897,2019-10-15
\\SLB122E-01\Vidal-Gadea_lab\Chance\pezo-1S-5kb_gfp2.lif,.lif,57869897,2019-10-15
\\SLB122E-01\Vidal-Gadea_lab\Chance\pezo-1S-5kb_gfp_zoom.lif,.lif,93561327,2019-10-15
\\SLB122E-01\Vidal-Gadea_lab\Chance\pezo-1 data\Analysis - 6.18.2019.lif,.lif,5969350113,2019-06-18
\\SLB122E-01\Vidal-Gadea_lab\Chance\pezo-1 data\Project.lif,.lif,316124899,2019-06-20
\\SLB122E-01\Vidal-Gadea_lab\Danny\250612.lif,.lif,19809427,2025-06-12
\\SLB122E-01\Vidal-Gadea_lab\Jessica\012821_Pezo-1_K isoform.lif,.lif,1921563433,2021-01-28
\\SLB122E-01\Vidal-Gadea_lab\Jessica\072721_Nmgp-1-GFP in rainbow worms.lif,.lif,874652435,2021-07-27
\\SLB122E-01\Vidal-Gadea_lab\Jessica\081021_Nmgp-1-GFP in OH15500.lif,.lif,526154719,2021-08-10
\\SLB122E-01\Vidal-Gadea_lab\Kiley\102820_OH15500 pezo crosses.lif,.lif,1141680479,2020-10-28
\\SLB122E-01\Vidal-Gadea_lab\Kiley\10421_larva_CH1878 and WB141.lif,.lif,23715867459,2021-11-17
\\SLB122E-01\Vidal-Gadea_lab\Kiley\10621_DM8005 larva.lif,.lif,8615620783,2021-10-06
\\SLB122E-01\Vidal-Gadea_lab\Kiley\10720_N2_IBD5.lif,.lif,394470813,2020-10-07
\\SLB122E-01\Vidal-Gadea_lab\Kiley\10720_N2_ISD5.lif,.lif,421211525,2020-10-07
\\SLB122E-01\Vidal-Gadea_lab\Kiley\10920_OH15500xpezo-1.lif,.lif,4935571955,2020-10-30
\\SLB122E-01\Vidal-Gadea_lab\Kiley\11020_pezo-1.lif,.lif,3159982709,2020-01-10
\\SLB122E-01\Vidal-Gadea_lab\Kiley\112320_AVG10.lif,.lif,2712215069,2020-11-23
\\SLB122E-01\Vidal-Gadea_lab\Kiley\112420_AVG10.lif,.lif,1747625063,2020-11-24
\\SLB122E-01\Vidal-Gadea_lab\Kiley\112421_nmgp-1.lif,.lif,1150119861,2021-11-24
\\SLB122E-01\Vidal-Gadea_lab\Kiley\11720_pezo-1.lif,.lif,6897580011,2020-01-17
\\SLB122E-01\Vidal-Gadea_lab\Kiley\12621_pezo iso L.lif,.lif,1389203877,2021-01-26
\\SLB122E-01\Vidal-Gadea_lab\Kiley\1820_pezo-1.lif,.lif,484702871,2020-03-17
\\SLB122E-01\Vidal-Gadea_lab\Kiley\21920_pdysL.lif,.lif,638693463,2020-02-19
\\SLB122E-01\Vidal-Gadea_lab\Kiley\61821_VG01.lif,.lif,236758599,2021-06-18
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71219_no remote-later.lif,.lif,887371651,2019-07-12
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71219_no remote.lif,.lif,880929969,2019-07-12
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71219_remote.lif,.lif,1493909949,2019-07-12
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71619.lif,.lif,202795457,2019-07-16
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71619_non remote IHC_FLIM.lif,.lif,384817839,2019-07-16
\\SLB122E-01\Vidal-Gadea_lab\Kiley\71619_remote in vitro.lif,.lif,3848015695,2019-07-16
\\SLB122E-01\Vidal-Gadea_lab\Kiley\81821_CH1878_BAD.lif,.lif,215746947,2021-08-18
\\SLB122E-01\Vidal-Gadea_lab\Kiley\81821_WB141_eggs.lif,.lif,943250103,2021-08-18
\\SLB122E-01\Vidal-Gadea_lab\Kiley\81919_crayfish REMOT.lif,.lif,1689844063,2019-08-19
\\SLB122E-01\Vidal-Gadea_lab\Kiley\81921_CH1878_eggs.lif,.lif,439922087,2021-08-19
\\SLB122E-01\Vidal-Gadea_lab\Kiley\82621_L1.lif,.lif,3240719761,2021-08-26
\\SLB122E-01\Vidal-Gadea_lab\Kiley\91620_31720_AVG9 pezo-1.lif,.lif,1276454631,2020-09-16
\\SLB122E-01\Vidal-Gadea_lab\Kiley\91819_brine shrimp.lif,.lif,38584913,2019-09-18
\\SLB122E-01\Vidal-Gadea_lab\Kiley\92721_CH1878.lif,.lif,1932279955,2021-09-27
\\SLB122E-01\Vidal-Gadea_lab\Kiley\9619_cas9.lif,.lif,144355873,2019-09-06
\\SLB122E-01\Vidal-Gadea_lab\Kiley\9721_lightning.lif,.lif,1030297109,2021-09-07
\\SLB122E-01\Vidal-Gadea_lab\Kiley\9821_L1.lif,.lif,1851822009,2021-09-08
\\SLB122E-01\Vidal-Gadea_lab\Kiley\DM8005 eggs.lif,.lif,449839989,2021-08-18
\\SLB122E-01\Vidal-Gadea_lab\Mailen\06-12-2021 DEL.lif,.lif,1201439465,2021-12-06
\\SLB122E-01\Vidal-Gadea_lab\Mailen\06-12-2021 MUT.lif,.lif,1410345237,2021-12-06
\\SLB122E-01\Vidal-Gadea_lab\Mailen\06-12-2021 N2 .lif,.lif,1663037989,2021-12-06
\\SLB122E-01\Vidal-Gadea_lab\Mailen\1-12-2021 DEL.lif,.lif,1600819947,2021-12-06
\\SLB122E-01\Vidal-Gadea_lab\Mailen\1-12-2021 MUT.lif,.lif,1490914337,2021-12-01
\\SLB122E-01\Vidal-Gadea_lab\Mailen\1-12-2021.lif,.lif,1656175347,2021-12-01
\\SLB122E-01\Vidal-Gadea_lab\Margarita\1126202_ATU2301_lightning training.lif,.lif,1307925947,2024-11-26
\\SLB122E-01\Vidal-Gadea_lab\Margarita\241118_AVG60_training.lif,.lif,395619115,2024-11-18
\\SLB122E-01\Vidal-Gadea_lab\Ploy\10220_pezo-1_mscarlett.lif,.lif,1406780919,2020-10-02
\\SLB122E-01\Vidal-Gadea_lab\Ploy\10220_pezo_1_gcamp_gfp.lif,.lif,1363270851,2020-10-02
\\SLB122E-01\Vidal-Gadea_lab\Ploy\10420_pezo-1.lif,.lif,3978851499,2020-10-04
\\SLB122E-01\Vidal-Gadea_lab\Ploy\10720_pezo-1 L.lif,.lif,2174931951,2020-10-07
\\SLB122E-01\Vidal-Gadea_lab\Ploy\92020_pezo.lif,.lif,260015825,2020-09-20
\\SLB122E-01\Vidal-Gadea_lab\Ploy\92420_pezo-1.lif,.lif,4334517293,2020-09-24
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240108_AVG80_bGFP_sra6Mch.lif,.lif,549410907,2025-01-08
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240119_AVG57_Braibow settings.lif,.lif,2525836719,2024-01-19
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240123_AVG80_bGFP_sra6Mch.lif,.lif,1602822999,2025-03-27
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240308_AVG57_Head.lif,.lif,2605463039,2024-03-08
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240517_AVG57_Head.lif,.lif,1574436981,2024-05-17
\\SLB122E-01\Vidal-Gadea_lab\Shifat\240925_VG04xAVG39 did not work.lif,.lif,1227584153,2024-09-25
\\SLB122E-01\Vidal-Gadea_lab\Shifat\241002_AVG59_Test_vulva.lif,.lif,980373617,2024-02-10
\\SLB122E-01\Vidal-Gadea_lab\Shifat\241105_AVG59_Head.lif,.lif,4837766697,2024-11-05
\\SLB122E-01\Vidal-Gadea_lab\Shifat\241112_AVG59_Head.lif,.lif,2368840877,2024-09-12
\\SLB122E-01\Vidal-Gadea_lab\Shifat\241204_Light_VG04xAVG39.lif,.lif,8647800967,2025-03-27
\\SLB122E-01\Vidal-Gadea_lab\Shifat\241217_AVG39xVG04 cross check bad.lif,.lif,1606858539,2025-03-27
\\SLB122E-01\Vidal-Gadea_lab\Shifat\242709_AF_dys1RNAi_MScrlt Pezo_GFP E.lif,.lif,12687699,2024-10-09
\\SLB122E-01\Vidal-Gadea_lab\Shifat\242709_Light_VG04xAVG39.lif,.lif,2389666611,2025-03-27
\\SLB122E-01\Vidal-Gadea_lab\Shifat\250318_Xe2406xVG04_sra6-GFP_DYS-1-mch.lif,.lif,8743017523,2025-03-18
\\SLB122E-01\Vidal-Gadea_lab\Shifat\250423_VG04 dys1 mCh_BZ555 dat1 GFP.lif,.lif,2717393589,2025-04-23
\\SLB122E-01\Vidal-Gadea_lab\Shifat\250428_VG04 dys1 mCh_BZ555 dat1 GFP.lif,.lif,30286586755,2025-04-28
\\SLB122E-01\Vidal-Gadea_lab\Shifat\250430_CX3465xVG04_sra-6 GFP_DYS-1 mCh.lif,.lif,2459556249,2025-04-30
\\SLB122E-01\Vidal-Gadea_lab\Shifat\MOS88 Test.lif,.lif,1575333975,2025-03-11
\\SLB122E-01\Vidal-Gadea_lab\Shifat\Project001.lif,.lif,890061,2024-10-23
